Caller Type,Caller Type Words,Caller Tag,Caller Tag Words,Caller Method,Caller Method Words,Caller Super Types,Calling Super Types Words,Called  Type,Called Type Words,Called  Tagged Type,Called Tagged Type Words,Called Method,Called Method Words
index.EnvironmentImpl,environment:impl,@NestedLexicalEnvironment,nested:lexical:environment,assign,assign,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment,main.lisp.evaluator.environment.AbstractEnvironment,abstract:environment,main.lisp.evaluator.environment.AbstractEnvironment,abstract:environment,put,put
index.EnvironmentImpl,environment:impl,@NestedLexicalEnvironment,nested:lexical:environment,lookup,none,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment,main.lisp.evaluator.environment.AbstractEnvironment,abstract:environment,main.lisp.evaluator.environment.AbstractEnvironment,abstract:environment,get,get
index.EnvironmentImpl,environment:impl,@NestedLexicalEnvironment,nested:lexical:environment,lookup,none,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment,java.util.Optional,optional,java.util.Optional,optional,isEmpty,is:empty
index.EnvironmentImpl,environment:impl,@NestedLexicalEnvironment,nested:lexical:environment,lookup,none,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment,main.lisp.evaluator.environment.AbstractEnvironment,abstract:environment,main.lisp.evaluator.environment.AbstractEnvironment,abstract:environment,getParent,get:parent
index.EnvironmentImpl,environment:impl,@NestedLexicalEnvironment,nested:lexical:environment,lookup,none,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment,index.EnvironmentImpl,environment:impl,@NestedLexicalEnvironment,nested:lexical:environment,lookup,none
index.EnvironmentImpl,environment:impl,@NestedLexicalEnvironment,nested:lexical:environment,lookup,none,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment,main.lisp.evaluator.environment.AbstractEnvironment,abstract:environment,main.lisp.evaluator.environment.AbstractEnvironment,abstract:environment,getParent,get:parent
index.EnvironmentImpl,environment:impl,@NestedLexicalEnvironment,nested:lexical:environment,lookupFun,fun,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment,java.util.Optional,optional,java.util.Optional,optional,empty,empty
index.EnvironmentImpl,environment:impl,@NestedLexicalEnvironment,nested:lexical:environment,newChild,new:child,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment,index.EnvironmentImpl,environment:impl,@NestedLexicalEnvironment,nested:lexical:environment,EnvironmentImpl,environment:impl
index.ClassRegistryImpl,class:registry:impl,ClassRegistryImpl,class:registry:impl,getFunctionCallingSExpression,get:function:calling:expression,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry,UnsupportedOperationException,unsupported:operation:exception,java.lang.UnsupportedOperationException,unsupported:operation:exception,UnsupportedOperationException,unsupported:operation:exception
index.ClassRegistryImpl,class:registry:impl,ClassRegistryImpl,class:registry:impl,getStatefulOperationRegisterer,get:operation,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry,UnsupportedOperationException,unsupported:operation:exception,java.lang.UnsupportedOperationException,unsupported:operation:exception,UnsupportedOperationException,unsupported:operation:exception
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerBasic,register:basic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerBasic,register:basic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerBasic,register:basic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,index.QuoteEvaluator,quote,@QuoteEvaluator,quote,QuoteEvaluator,quote
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerBasic,register:basic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerBasic,register:basic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerBasic,register:basic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,index.ListEvaluator,list,@ListEvaluator,list,ListEvaluator,list
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerBasic,register:basic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerBasic,register:basic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerBasic,register:basic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,index.LoadEvaluator,load,@LoadEvaluator,load,LoadEvaluator,load
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerBasic,register:basic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerBasic,register:basic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerBasic,register:basic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,index.EvalEvaluator,none,@EvalEvaluator,none,EvalEvaluator,none
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerBasic,register:basic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerBasic,register:basic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerBasic,register:basic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,index.CondEvaluator,none,@CondEvaluator,none,CondEvaluator,none
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerArithmetic,register:arithmetic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerArithmetic,register:arithmetic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerArithmetic,register:arithmetic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,index.GreaterEvaluator,greater,@GTEvaluator,none,GreaterEvaluator,greater
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerArithmetic,register:arithmetic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerArithmetic,register:arithmetic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerArithmetic,register:arithmetic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,index.LesserEvaluator,lesser,@LTEvaluator,lt,LesserEvaluator,lesser
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerArithmetic,register:arithmetic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerArithmetic,register:arithmetic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerArithmetic,register:arithmetic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,index.GreaterEqualEvaluator,greater:equal,@GTEEvaluator,gte,GreaterEqualEvaluator,greater:equal
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerArithmetic,register:arithmetic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,registerEvaluatorIfNew,register:if:new
index.OperationRegistererImpl,operation:impl,@CustomOperationRegisterer,custom:operation,registerArithmetic,register:arithmetic,Evaluator:Evaluator:IdentifierAtom:AbstractAtom:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpressionEvaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:SExpression:AbstractEnvironment:ClassRegistryA6:ClassRegistryA3:ClassRegistryA2:ClassRegistry:BasicOperationRegisterer:OperationRegisterer,identifier:atom:abstract:atom:abstract:expression:basic:expression:basic:expression:abstract:expression:expression:abstract:environment:class:registry:a:class:registry:a:class:registry:a:class:registry:basic:operation:operation,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,main.lisp.evaluator.BuiltinOperationManagerSingleton,operation:manager:singleton,get,get
